record type,booking id,service type,block number,route,logon block id,start time,end time,start place,end place,garage,block name,preferred bus series 1
10,1,3,1,228,1,13320,71220,SN16,SN16,SN16,1,Bus
10,1,3,2,234,2,14520,92640,SN16,SN16,SN16,2,Bus
10,1,3,3,234,3,16380,98580,SN16,SN16,SN16,3,Bus
10,1,3,4,230,4,15960,95160,SN16,SN16,SN16,4,Bus
10,1,3,5,234,5,19680,96060,SN16,SN16,SN16,5,Bus
10,1,3,6,230,6,20700,72480,SN16,SN16,SN16,6,Bus
10,1,3,7,234,7,44100,77760,SN16,SN16,SN16,7,Bus
10,1,3,8,234,8,18060,93480,SN16,SN16,SN16,8,Bus
10,1,3,9,5,9,14160,80580,SN16,SN16,SN16,9,Bus
10,1,3,10,8,10,15300,73140,SN16,SN16,SN16,10,Bus
10,1,3,11,5,11,19140,77880,SN16,SN16,SN16,11,Bus
10,1,3,12,8,12,20760,94140,SN16,SN16,SN16,12,Bus
10,1,3,13,9,13,78120,92760,SN16,SN16,SN16,13,Bus
10,1,3,14,12,14,1680,14940,SN19,SN19,SN19,14,Bus
10,1,3,15,12,15,5280,11340,SN19,SN19,SN19,15,Bus
10,1,3,16,210,16,13440,67260,SN19,SN19,SN19,16,Bus
10,1,3,17,209,17,17520,39840,SN19,SN19,SN19,17,Bus
10,1,3,18,210,18,16680,35100,SN19,SN19,SN19,18,Bus
10,1,3,19,210,19,17640,35040,SN19,SN19,SN19,19,Bus
10,1,3,20,210,20,19680,37440,SN19,SN19,SN19,20,Bus
10,1,3,21,210,21,20700,73980,SN19,SN19,SN19,21,Bus
10,1,3,22,11,22,22740,70560,SN19,SN19,SN19,22,Bus
10,1,3,23,210,23,24300,42300,SN19,SN19,SN19,23,Bus
10,1,3,24,11,24,35520,68580,SN19,SN19,SN19,24,Bus
10,1,3,25,11,25,37740,85380,SN19,SN19,SN19,25,Bus
10,1,3,26,11,26,39900,91260,SN19,SN19,SN19,26,Bus
10,1,3,27,11,27,42120,67320,SN19,SN19,SN19,27,Bus
10,1,3,28,12,28,68460,84420,SN19,SN19,SN19,28,Bus
10,1,3,29,11,29,72060,80940,SN19,SN19,SN19,29,Bus
10,1,3,30,12,30,82740,87780,SN19,SN19,SN19,30,Bus
10,1,3,31,11,31,15900,71100,SN19,SN19,SN19,31,Bus
10,1,3,32,11,32,12300,70740,SN19,SN19,SN19,32,Bus
10,1,3,33,209,33,35520,91320,SN19,SN19,SN19,33,Bus
10,1,3,34,11,34,44520,88680,SN19,SN19,SN19,34,Bus
10,1,3,35,211,35,16200,79140,SN19,SN19,SN19,35,Bus
10,1,3,36,17,36,15360,75780,SN19,SN19,SN19,36,Bus
10,1,3,37,19,37,16560,87900,SN19,SN19,SN19,37,Bus
10,1,3,38,19,38,19860,93900,SN19,SN19,SN19,38,Bus
10,1,3,39,16,39,31920,85380,SN19,SN19,SN19,39,Bus
10,1,3,40,16,40,19980,89760,SN19,SN19,SN19,40,Bus
10,1,3,41,21,41,11460,93480,SN16,SN16,SN16,41,Bus
10,1,3,42,21,42,15060,92460,SN16,SN16,SN16,42,Bus
10,1,3,43,20,43,15360,96360,SN16,SN16,SN16,43,Bus
10,1,3,44,21,44,18480,66540,SN16,SN16,SN16,44,Bus
10,1,3,45,20,45,18600,96660,SN16,SN16,SN16,45,Bus
10,1,3,46,20,46,21300,84360,SN16,SN16,SN16,46,Bus
10,1,3,47,21,47,26400,80400,SN16,SN16,SN16,47,Bus
10,1,3,48,21,48,42900,70380,SN16,SN16,SN16,48,Bus
10,1,3,49,30,49,13560,77220,SN16,SN16,SN16,49,Bus
10,1,3,50,25,50,18960,28140,SN16,SN16,SN16,50,Bus
10,1,3,51,30,51,15360,84000,SN16,SN16,SN16,51,Bus
10,1,3,52,29,52,15420,69480,SN16,SN16,SN16,52,Bus
10,1,3,53,31,53,18060,67320,SN16,SN16,SN16,53,Bus
10,1,3,54,31,54,21480,69300,SN16,SN16,SN16,54,Bus
10,1,3,55,25,55,22260,31980,SN16,SN16,SN16,55,Bus
10,1,3,56,33,56,15060,82080,SN19,SN19,SN19,56,Bus
10,1,3,57,32,57,15420,88440,SN19,SN19,SN19,57,Bus
10,1,3,58,33,58,18420,92820,SN19,SN19,SN19,58,Bus
10,1,3,59,33,59,20100,92100,SN19,SN19,SN19,59,Bus
10,1,3,60,34,60,7020,83460,SN19,SN19,SN19,60,Bus
10,1,3,61,34,61,8820,92700,SN19,SN19,SN19,61,Bus
10,1,3,62,34,62,10620,67200,SN19,SN19,SN19,62,Bus
10,1,3,63,34,63,12420,94740,SN19,SN19,SN19,63,Bus
10,1,3,64,34,64,14220,92280,SN19,SN19,SN19,64,Bus
10,1,3,65,35,65,16200,70680,SN19,SN19,SN19,65,Bus
10,1,3,66,34,66,16020,82200,SN19,SN19,SN19,66,Bus
10,1,3,67,34,67,19380,98220,SN19,SN19,SN19,67,Bus
10,1,3,68,35,68,22080,73560,SN19,SN19,SN19,68,Bus
10,1,3,69,34,69,42660,65100,SN19,SN19,SN19,69,Bus
10,1,3,70,40,70,4380,67740,SN16,SN16,SN16,70,Bus
10,1,3,71,40,71,7980,85320,SN16,SN16,SN16,71,Bus
10,1,3,72,40,72,13860,67920,SN16,SN16,SN16,72,Bus
10,1,3,73,40,73,16620,86820,SN16,SN16,SN16,73,Bus
10,1,3,74,40,74,17640,96240,SN16,SN16,SN16,74,Bus
10,1,3,75,40,75,19800,90360,SN16,SN16,SN16,75,Bus
10,1,3,76,36,76,20280,65460,SN16,SN16,SN16,76,Bus
10,1,3,77,40,77,21960,98460,SN16,SN16,SN16,77,Bus
10,1,3,78,40,78,24120,70140,SN16,SN16,SN16,78,Bus
10,1,3,79,36,79,40800,83700,SN16,SN16,SN16,79,Bus
10,1,3,80,37,80,15660,70980,SN16,SN16,SN16,80,Bus
